 0.00000000e+00  5.90192020e-12  0.00000000e+00 -2.46101920e-11  0.00000000e+00  0.00000000e+00 
 4.95763454e-10  4.76576447e-07  4.95763454e-10  1.46349986e-07  4.95763454e-10  5.00000000e-03 
 5.10648808e-10  4.91296282e-07  5.10648808e-10  1.46349981e-07  5.10648808e-10  5.15012557e-03 
 5.40419517e-10  5.21461341e-07  5.40419517e-10  1.46349977e-07  5.40419517e-10  5.45037671e-03 
 5.99960934e-10  5.84034454e-07  5.99960934e-10  1.46349970e-07  5.99960934e-10  6.05087899e-03 
 7.19043767e-10  6.96300800e-07  7.19043767e-10  1.46349954e-07  7.19043767e-10  7.25188355e-03 
 8.41695383e-10  7.77923385e-07  8.41695383e-10  1.46349939e-07  8.41695383e-10  8.48888089e-03 
 1.00808842e-09  8.67781224e-07  1.00808842e-09  1.46349919e-07  1.00808842e-09  1.01670304e-02 
 1.16001921e-09  9.63404258e-07  1.16001921e-09  1.46349898e-07  1.16001921e-09  1.16993216e-02 
 1.35715085e-09  1.06351600e-06  1.35715085e-09  1.46349869e-07  1.35715085e-09  1.36874838e-02 
 1.53372672e-09  1.11069207e-06  1.53372672e-09  1.46349844e-07  1.53372672e-09  1.54683318e-02 
 1.71788653e-09  1.17136078e-06  1.71788653e-09  1.46349816e-07  1.71788653e-09  1.73256673e-02 
 1.88421001e-09  1.23317096e-06  1.88421001e-09  1.46349788e-07  1.88421001e-09  1.90031153e-02 
 2.07263281e-09  1.26190383e-06  2.07263281e-09  1.46349757e-07  2.07263281e-09  2.09034449e-02 
 2.27730873e-09  1.28941744e-06  2.27730873e-09  1.46349722e-07  2.27730873e-09  2.29676946e-02 
 2.47845632e-09  1.33996436e-06  2.47845632e-09  1.46349683e-07  2.47845632e-09  2.49963596e-02 
 2.68283965e-09  1.35765264e-06  2.68283965e-09  1.46349643e-07  2.68283965e-09  2.70576585e-02 
 2.86698746e-09  1.36090209e-06  2.86698746e-09  1.46349607e-07  2.86698746e-09  2.89148729e-02 
 3.05991058e-09  1.39479002e-06  3.05991058e-09  1.46349564e-07  3.05991058e-09  3.08605904e-02 
 3.30590129e-09  1.41155862e-06  3.30590129e-09  1.46349507e-07  3.30590129e-09  3.33415187e-02 
 3.49723580e-09  1.40340573e-06  3.49723580e-09  1.46349464e-07  3.49723580e-09  3.52712142e-02 
 3.70085215e-09  1.42787446e-06  3.70085215e-09  1.46349411e-07  3.70085215e-09  3.73247778e-02 
 3.94451056e-09  1.44123196e-06  3.94451056e-09  1.46349345e-07  3.94451056e-09  3.97821837e-02 
 4.14206130e-09  1.42684443e-06  4.14206130e-09  1.46349292e-07  4.14206130e-09  4.17745728e-02 
 4.34771334e-09  1.44453907e-06  4.34771334e-09  1.46349230e-07  4.34771334e-09  4.38486672e-02 
 4.56566096e-09  1.45762714e-06  4.56566096e-09  1.46349160e-07  4.56566096e-09  4.60467681e-02 
 4.78252082e-09  1.43969472e-06  4.78252082e-09  1.46349092e-07  4.78252082e-09  4.82338984e-02 
 4.97786537e-09  1.45131770e-06  4.97786537e-09  1.46349023e-07  4.97786537e-09  5.02040371e-02 
 5.17233089e-09  1.46679691e-06  5.17233089e-09  1.46348950e-07  5.17233089e-09  5.21653104e-02 
 5.37681159e-09  1.44869865e-06  5.37681159e-09  1.46348875e-07  5.37681159e-09  5.42275912e-02 
 5.58511323e-09  1.45243162e-06  5.58511323e-09  1.46348791e-07  5.58511323e-09  5.63284080e-02 
 5.76855845e-09  1.47112223e-06  5.76855845e-09  1.46348711e-07  5.76855845e-09  5.81785366e-02 
 5.97167656e-09  1.45619537e-06  5.97167656e-09  1.46348623e-07  5.97167656e-09  6.02270751e-02 
 6.20968251e-09  1.45241446e-06  6.20968251e-09  1.46348513e-07  6.20968251e-09  6.26274734e-02 
 6.41639736e-09  1.47307328e-06  6.41639736e-09  1.46348407e-07  6.41639736e-09  6.47122868e-02 
 6.63027378e-09  1.45949624e-06  6.63027378e-09  1.46348297e-07  6.63027378e-09  6.68693278e-02 
 6.85995771e-09  1.45269296e-06  6.85995771e-09  1.46348173e-07  6.85995771e-09  6.91857947e-02 
 7.08176045e-09  1.47401007e-06  7.08176045e-09  1.46348039e-07  7.08176045e-09  7.14227762e-02 
 7.29400155e-09  1.46157480e-06  7.29400155e-09  1.46347911e-07  7.29400155e-09  7.35633243e-02 
 7.51179066e-09  1.45250210e-06  7.51179066e-09  1.46347772e-07  7.51179066e-09  7.57598266e-02 
 7.72673900e-09  1.47377754e-06  7.72673900e-09  1.46347620e-07  7.72673900e-09  7.79276784e-02 
 7.93965908e-09  1.46404601e-06  7.93965908e-09  1.46347468e-07  7.93965908e-09  8.00750743e-02 
 8.14039031e-09  1.45164278e-06  8.14039031e-09  1.46347319e-07  8.14039031e-09  8.20995401e-02 
 8.34485959e-09  1.47198405e-06  8.34485959e-09  1.46347150e-07  8.34485959e-09  8.41617058e-02 
 8.57113478e-09  1.46702787e-06  8.57113478e-09  1.46346959e-07  8.57113478e-09  8.64437940e-02 
 8.75964284e-09  1.45116824e-06  8.75964284e-09  1.46346798e-07  8.75964284e-09  8.83449835e-02 
 8.96060122e-09  1.46916390e-06  8.96060122e-09  1.46346605e-07  8.96060122e-09  9.03717402e-02 
 9.22996487e-09  1.46893919e-06  9.22996487e-09  1.46346337e-07  9.22996487e-09  9.30883952e-02 
 9.43444892e-09  1.45127520e-06  9.43444892e-09  1.46346130e-07  9.43444892e-09  9.51507099e-02 
 9.64941866e-09  1.46908774e-06  9.64941866e-09  1.46345886e-07  9.64941866e-09  9.73187776e-02 
 9.93279574e-09  1.46876305e-06  9.93279574e-09  1.46345552e-07  9.93279574e-09  1.00176764e-01 
 1.01480581e-08  1.45136004e-06  1.01480581e-08  1.46345291e-07  1.01480581e-08  1.02347783e-01 
 1.03718602e-08  1.47028407e-06  1.03718602e-08  1.46344987e-07  1.03718602e-08  1.04604929e-01 
 1.07064211e-08  1.46615989e-06  1.07064211e-08  1.46344513e-07  1.07064211e-08  1.07979128e-01 
