 0.00000000e+00  5.90192003e-10  0.00000000e+00 -2.46101920e-11  0.00000000e+00  0.00000000e+00 
 1.11111111e-10  5.36293734e-07  1.11111111e-10  6.53080148e-07  1.11111111e-10  5.00000000e-03 
 1.20997709e-10  5.88477443e-07  1.20997709e-10  6.53080142e-07  1.20997709e-10  5.44489689e-03 
 1.40770904e-10  7.02219895e-07  1.40770904e-10  6.53080134e-07  1.40770904e-10  6.33469068e-03 
 1.80317294e-10  9.85063969e-07  1.80317294e-10  6.53080114e-07  1.80317294e-10  8.11427825e-03 
 2.59410075e-10  1.69236151e-06  2.59410075e-10  6.53080058e-07  2.59410075e-10  1.16734534e-02 
 3.46320728e-10  2.45742924e-06  3.46320728e-10  6.53079985e-07  3.46320728e-10  1.55844328e-02 
 4.17535916e-10  2.90161701e-06  4.17535916e-10  6.53079932e-07  4.17535916e-10  1.87891162e-02 
 4.73796310e-10  3.12467096e-06  4.73796310e-10  6.53079898e-07  4.73796310e-10  2.13208340e-02 
 5.47573652e-10  3.40319636e-06  5.47573652e-10  6.53079857e-07  5.47573652e-10  2.46408143e-02 
 6.26870108e-10  3.87600415e-06  6.26870108e-10  6.53079797e-07  6.26870108e-10  2.82091548e-02 
 7.04971952e-10  4.55432250e-06  7.04971952e-10  6.53079710e-07  7.04971952e-10  3.17237378e-02 
 7.98726848e-10  5.38645981e-06  7.98726848e-10  6.53079585e-07  7.98726848e-10  3.59427081e-02 
 8.97041962e-10  5.98232367e-06  8.97041962e-10  6.53079466e-07  8.97041962e-10  4.03668883e-02 
 9.55144929e-10  6.19403922e-06  9.55144929e-10  6.53079410e-07  9.55144929e-10  4.29815218e-02 
 1.03126398e-09  6.50417247e-06  1.03126398e-09  6.53079332e-07  1.03126398e-09  4.64068791e-02 
 1.12536198e-09  7.14990085e-06  1.12536198e-09  6.53079193e-07  1.12536198e-09  5.06412889e-02 
 1.22044342e-09  8.01371620e-06  1.22044342e-09  6.53078996e-07  1.22044342e-09  5.49199541e-02 
 1.31087191e-09  8.71904959e-06  1.31087191e-09  6.53078798e-07  1.31087191e-09  5.89892359e-02 
 1.38167537e-09  9.06375389e-06  1.38167537e-09  6.53078668e-07  1.38167537e-09  6.21753916e-02 
 1.44141093e-09  9.26948167e-06  1.44141093e-09  6.53078571e-07  1.44141093e-09  6.48634920e-02 
 1.50701132e-09  9.55735262e-06  1.50701132e-09  6.53078450e-07  1.50701132e-09  6.78155096e-02 
 1.58089176e-09  1.00758571e-05  1.58089176e-09  6.53078262e-07  1.58089176e-09  7.11401290e-02 
 1.66574609e-09  1.08468172e-05  1.66574609e-09  6.53077975e-07  1.66574609e-09  7.49585743e-02 
 1.75506312e-09  1.15745204e-05  1.75506312e-09  6.53077651e-07  1.75506312e-09  7.89778405e-02 
 1.82556355e-09  1.19469040e-05  1.82556355e-09  6.53077429e-07  1.82556355e-09  8.21503598e-02 
 1.88065936e-09  1.21391718e-05  1.88065936e-09  6.53077279e-07  1.88065936e-09  8.46296713e-02 
 1.94956909e-09  1.24134121e-05  1.94956909e-09  6.53077076e-07  1.94956909e-09  8.77306092e-02 
 2.03056060e-09  1.29437431e-05  2.03056060e-09  6.53076748e-07  2.03056060e-09  9.13752270e-02 
 2.11548524e-09  1.37039814e-05  2.11548524e-09  6.53076282e-07  2.11548524e-09  9.51968359e-02 
 2.20591645e-09  1.44569895e-05  2.20591645e-09  6.53075739e-07  2.20591645e-09  9.92662404e-02 
 2.27665499e-09  1.48479478e-05  2.27665499e-09  6.53075363e-07  2.27665499e-09  1.02449474e-01 
 2.33079197e-09  1.50406306e-05  2.33079197e-09  6.53075115e-07  2.33079197e-09  1.04885639e-01 
 2.40170978e-09  1.53113747e-05  2.40170978e-09  6.53074769e-07  2.40170978e-09  1.08076940e-01 
 2.50093281e-09  1.59590874e-05  2.50093281e-09  6.53074095e-07  2.50093281e-09  1.12541977e-01 
 2.59280205e-09  1.67840387e-05  2.59280205e-09  6.53073236e-07  2.59280205e-09  1.16676092e-01 
 2.68593783e-09  1.75190311e-05  2.68593783e-09  6.53072313e-07  2.68593783e-09  1.20867202e-01 
 2.75710279e-09  1.78715399e-05  2.75710279e-09  6.53071704e-07  2.75710279e-09  1.24069625e-01 
 2.81454708e-09  1.80649306e-05  2.81454708e-09  6.53071264e-07  2.81454708e-09  1.26654619e-01 
 2.88145675e-09  1.83413365e-05  2.88145675e-09  6.53070687e-07  2.88145675e-09  1.29665554e-01 
 2.95590483e-09  1.88411227e-05  2.95590483e-09  6.53069822e-07  2.95590483e-09  1.33015717e-01 
 3.03945545e-09  1.95880143e-05  3.03945545e-09  6.53068542e-07  3.03945545e-09  1.36775495e-01 
 3.12882512e-09  2.03240968e-05  3.12882512e-09  6.53067061e-07  3.12882512e-09  1.40797131e-01 
 3.19939347e-09  2.07072655e-05  3.19939347e-09  6.53066027e-07  3.19939347e-09  1.43972706e-01 
 3.25379051e-09  2.08969068e-05  3.25379051e-09  6.53065330e-07  3.25379051e-09  1.46420573e-01 
 3.32427385e-09  2.11629568e-05  3.32427385e-09  6.53064362e-07  3.32427385e-09  1.49592323e-01 
 3.41445725e-09  2.17384993e-05  3.41445725e-09  6.53062671e-07  3.41445725e-09  1.53650576e-01 
 3.51067833e-09  2.25888954e-05  3.51067833e-09  6.53060214e-07  3.51067833e-09  1.57980525e-01 
 3.59901922e-09  2.32950114e-05  3.59901922e-09  6.53057782e-07  3.59901922e-09  1.61955865e-01 
 3.67019619e-09  2.36591962e-05  3.67019619e-09  6.53056071e-07  3.67019619e-09  1.65158828e-01 
 3.72518811e-09  2.38436169e-05  3.72518811e-09  6.53054899e-07  3.72518811e-09  1.67633465e-01 
 3.79406637e-09  2.41121351e-05  3.79406637e-09  6.53053281e-07  3.79406637e-09  1.70732987e-01 
 3.87321227e-09  2.46237184e-05  3.87321227e-09  6.53050775e-07  3.87321227e-09  1.74294552e-01 
 3.95750920e-09  2.53687691e-05  3.95750920e-09  6.53047222e-07  3.95750920e-09  1.78087914e-01 
 4.04767330e-09  2.61104664e-05  4.04767330e-09  6.53043088e-07  4.04767330e-09  1.82145298e-01 
 4.11834309e-09  2.64945886e-05  4.11834309e-09  6.53040206e-07  4.11834309e-09  1.85325439e-01 
 4.17245946e-09  2.66815168e-05  4.17245946e-09  6.53038275e-07  4.17245946e-09  1.87760676e-01 
 4.24352536e-09  2.69438280e-05  4.24352536e-09  6.53035566e-07  4.24352536e-09  1.90958641e-01 
 4.34144457e-09  2.75680835e-05  4.34144457e-09  6.53030424e-07  4.34144457e-09  1.95365006e-01 
 4.43436470e-09  2.83898185e-05  4.43436470e-09  6.53023779e-07  4.43436470e-09  1.99546411e-01 
 4.52656923e-09  2.91102656e-05  4.52656923e-09  6.53016772e-07  4.52656923e-09  2.03695615e-01 
 4.59768796e-09  2.94579012e-05  4.59768796e-09  6.53012073e-07  4.59768796e-09  2.06895958e-01 
 4.65452730e-09  2.96431392e-05  4.65452730e-09  6.53008695e-07  4.65452730e-09  2.09453729e-01 
 4.72186387e-09  2.99105540e-05  4.72186387e-09  6.53004210e-07  4.72186387e-09  2.12483874e-01 
 4.79650834e-09  3.03985273e-05  4.79650834e-09  6.52997544e-07  4.79650834e-09  2.15842875e-01 
 4.87971888e-09  3.11312129e-05  4.87971888e-09  6.52987790e-07  4.87971888e-09  2.19587350e-01 
 4.96916126e-09  3.18616615e-05  4.96916126e-09  6.52976423e-07  4.96916126e-09  2.23612257e-01 
 5.03965859e-09  3.22409815e-05  5.03965859e-09  6.52968451e-07  5.03965859e-09  2.26784636e-01 
 5.09387265e-09  3.24252966e-05  5.09387265e-09  6.52963072e-07  5.09387265e-09  2.29224269e-01 
 5.16485079e-09  3.26831126e-05  5.16485079e-09  6.52955553e-07  5.16485079e-09  2.32418286e-01 
 5.26273047e-09  3.33011153e-05  5.26273047e-09  6.52941293e-07  5.26273047e-09  2.36822871e-01 
 5.35571658e-09  3.41180176e-05  5.35571658e-09  6.52922877e-07  5.35571658e-09  2.41007246e-01 
 5.44788060e-09  3.48333043e-05  5.44788060e-09  6.52903475e-07  5.44788060e-09  2.45154627e-01 
 5.51899520e-09  3.51772657e-05  5.51899520e-09  6.52890443e-07  5.51899520e-09  2.48354784e-01 
 5.57578995e-09  3.53592363e-05  5.57578995e-09  6.52881070e-07  5.57578995e-09  2.50910548e-01 
 5.64317386e-09  3.56228430e-05  5.64317386e-09  6.52868617e-07  5.64317386e-09  2.53942824e-01 
 5.71784169e-09  3.61064527e-05  5.71784169e-09  6.52850139e-07  5.71784169e-09  2.57302876e-01 
 5.80103067e-09  3.68341948e-05  5.80103067e-09  6.52823153e-07  5.80103067e-09  2.61046380e-01 
 5.89048837e-09  3.75600989e-05  5.89048837e-09  6.52791688e-07  5.89048837e-09  2.65071976e-01 
 5.96098597e-09  3.79358631e-05  5.96098597e-09  6.52769603e-07  5.96098597e-09  2.68244369e-01 
 6.01520032e-09  3.81173185e-05  6.01520032e-09  6.52754686e-07  6.01520032e-09  2.70684014e-01 
 6.08622619e-09  3.83713338e-05  6.08622619e-09  6.52733825e-07  6.08622619e-09  2.73880178e-01 
 6.18391938e-09  3.89823362e-05  6.18391938e-09  6.52694439e-07  6.18391938e-09  2.78276372e-01 
 6.27709080e-09  3.97955118e-05  6.27709080e-09  6.52643440e-07  6.27709080e-09  2.82469086e-01 
 6.36912328e-09  4.05052239e-05  6.36912328e-09  6.52589872e-07  6.36912328e-09  2.86610547e-01 
 6.44023928e-09  4.08458296e-05  6.44023928e-09  6.52553801e-07  6.44023928e-09  2.89810768e-01 
 6.49699589e-09  4.10247421e-05  6.49699589e-09  6.52527863e-07  6.49699589e-09  2.92364815e-01 
 6.56445146e-09  4.12848075e-05  6.56445146e-09  6.52493374e-07  6.56445146e-09  2.95400316e-01 
 6.63915700e-09  4.17643535e-05  6.63915700e-09  6.52442295e-07  6.63915700e-09  2.98762065e-01 
 6.72233230e-09  4.24874769e-05  6.72233230e-09  6.52367818e-07  6.72233230e-09  3.02504953e-01 
 6.81182144e-09  4.32092264e-05  6.81182144e-09  6.52280940e-07  6.81182144e-09  3.06531965e-01 
 6.88232221e-09  4.35816716e-05  6.88232221e-09  6.52219932e-07  6.88232221e-09  3.09704500e-01 
 6.93656057e-09  4.37605626e-05  6.93656057e-09  6.52178674e-07  6.93656057e-09  3.12145226e-01 
 7.00765037e-09  4.40112329e-05  7.00765037e-09  6.52120977e-07  7.00765037e-09  3.15344266e-01 
 7.10529238e-09  4.46169207e-05  7.10529238e-09  6.52012370e-07  7.10529238e-09  3.19738157e-01 
 7.19859436e-09  4.54264934e-05  7.19859436e-09  6.51871660e-07  7.19859436e-09  3.23936746e-01 
 7.29059386e-09  4.61314308e-05  7.29059386e-09  6.51724158e-07  7.29059386e-09  3.28076724e-01 
 7.36172076e-09  4.64687010e-05  7.36172076e-09  6.51624721e-07  7.36172076e-09  3.31277434e-01 
 7.41857600e-09  4.66453323e-05  7.41857600e-09  6.51553048e-07  7.41857600e-09  3.33835920e-01 
 7.48607858e-09  4.69027774e-05  7.48607858e-09  6.51457865e-07  7.48607858e-09  3.36873536e-01 
 7.56082007e-09  4.73796715e-05  7.56082007e-09  6.51317105e-07  7.56082007e-09  3.40236903e-01 
 7.64407209e-09  4.80999181e-05  7.64407209e-09  6.51112093e-07  7.64407209e-09  3.43983244e-01 
 7.73361927e-09  4.88175695e-05  7.73361927e-09  6.50873280e-07  7.73361927e-09  3.48012867e-01 
 7.80413171e-09  4.91863755e-05  7.80413171e-09  6.50705668e-07  7.80413171e-09  3.51185927e-01 
 7.85849367e-09  4.93632708e-05  7.85849367e-09  6.50591958e-07  7.85849367e-09  3.53632215e-01 
 7.92959232e-09  4.96118132e-05  7.92959232e-09  6.50433138e-07  7.92959232e-09  3.56831654e-01 
